message,reaction
oh how it seems to shine in my head !,surprise
but i haven ' t the jewel; not that i cry about that no i must go higher up into splendor and joy !,joy
onward therefore straight onward !,joy
what a number of different creatures there are that i never knew ! and how beautiful and great the world is !,surprise
how green it is here ! how beautiful it is here !,surprise
it hides half the world from me but i don ' t care for the world .,anger
"it doesn ' t do that with a good will "" thought the fowl and lifted up her head to peck at the caterpillar .",anger
"aha it has allies "" quoth the fowl .",surprise
just look at the crawling thing !,anger
i don ' t care for the little green morsel; it would only tickle my throat .,anger
"i writhed myself free "" said the caterpillar .",joy
what a good thing it is when one has presence of mind !,joy
and the little toad came up and expressed her sympathy .,sadness
she was glad that in her ugliness she had frightened the fowls .,joy
nothing is so beautiful as property .,joy
"yes higher up "" said the little toad; "" higher up !",joy
"how high up they live ! "" thought the toad .",surprise
if one could only get as high as that !,surprise
"but it ' s so wonderfully ugly "" persisted the first .",joy
"a jewel ! "" cried the naturalist .",surprise
what a good thing that i have not got it !,joy
"man is the most conceited creature ! "" said the stork .",anger
listen how their jaws are wagging; and for all that they can ' t clap properly .,anger
they boast of their gifts of eloquence and their language !,anger
it makes my beak turn cold when i think of it .,anger
the world could get on without men .,anger
what a great man that is yonder ! and how high he sits !,surprise
"higher than ever i saw any one sit yet; and how he can swim ! "" she cried as the stork soared away through the air with outspread pinions .",surprise
"i must go to egypt ! "" said she .",joy
if the stork or one of his young ones would only take me !,joy
yes i shall get to egypt for i feel so happy !,joy
all the longing and all the pleasure that i feel is much better than having a jewel in one ' s head .,joy
the stork ' s beak pinched her and the wind whistled; it was not exactly agreeable but she was going upward upward towards egypt and she knew it; and that was why her eyes gleamed and a spark seemed to fly out of them .,joy
quunk ! ah !,surprise
waldemar daa remained for a time silent and thoughtful .,sadness
"his daughters wept; all the people in the mansion wiped their eyes but lady daa had driven away and i drove away too "" said the wind .",sadness
far in the interior of the wood where a noisy swarm of laborers were working stood waldemar daa and his three daughters and all were laughing at the wild cries of the birds excepting one the youngest anna dorothea who felt grieved to the heart; and when they made preparations to fell a tree that was almost dead and on whose naked branches the black stork had built her nest she saw the poor little things stretching out their necks and she begged for mercy for them with the tears in her eyes .,sadness
' leave it alone ' i sang down the chimney; ' leave it alone it will all end in smoke air coals and ashes and you will burn your fingers . ',anger
but waldemar daa did not leave it alone and all he possessed vanished like smoke blown by me .,anger
' where the chimney smokes the meal is being cooked ' says the proverb; but here a chimney smoked that devoured all the meals for the sake of gold .,anger
' give it up give it up ! ',anger
but my lord daa would not do that .,anger
the master of the castle had watched through the night in feverish excitement and had been melting and cooling distilling and mixing .,joy
i heard him sighing like a soul in despair; i heard him praying and i noticed how he held his breath .,sadness
' look at the alchymic glass ' he cried; ' something glows in the crucible pure and heavy . ',surprise
he lifted it with a trembling hand and exclaimed in a voice of agitation ' gold ! gold ! ',surprise
"he was quite giddy i could have blown him down "" said the wind; "" but i only fanned the glowing coals and accompanied him through the door to the room where his daughter sat shivering .",joy
' found ! found !,joy
gold ! gold ! ' he shouted again holding the glass aloft that it might flash in the sunshine; but his hand trembled and the alchymic glass fell from it clattering to the ground and brake in a thousand pieces .,joy
ida and anna dorothea wept bitterly joanna stood pale and proud biting her lips till the blood came; but what could that avail ?,sadness
daa and his daughters could not help hearing it so i blew about their ears to drown the noise; what use was it that they should listen ?,anger
' o h o h ' she sighed; for people can sigh like the moaning of the wind among the reeds and rushes .,sadness
' o h o h ' she would say ' no bell sounded at thy burial waldemar daa .,sadness
i suppose he is under the ground now; and ida alas ! alas ! it is not ended yet; miserable that i am !,sadness
kind heaven grant me that i may die . ',sadness
her eyes were glazing and her heart breaking; but so it would have been even had the sun not shone that morning on anna dorothea .,sadness
all passed away passed away !,surprise
"thank you old witch "" said the soldier .",joy
very well; i promise .,joy
"ah ! "" there sat the dog with the eyes as large as teacups staring at him .",surprise
good gracious what a quantity of gold there was ! enough to buy all the sugar sticks of the sweet stuff women; all the tin soldiers whips and rocking horses in the world or even the whole town itself there was indeed an immense quantity .,surprise
"that is nothing to you "" replied the witch; "" you have the money now give me the tinder box .",anger
"i tell you what "" said the soldier "" if you don ' t tell me what you are going to do with it i will draw my sword and cut off your head .",anger
"no "" said the witch .",anger
the soldier immediately cut off her head and there she lay on the ground .,surprise
no one but the king himself can pass in or out for there has been a prophecy that she will marry a common soldier and the king cannot bear to think of such a marriage .,sadness
however he passed a very pleasant time; went to the theatre drove in the king ' s garden and gave a great deal of money to the poor which was very good of him; he remembered what it had been in olden times to be without a shilling .,joy
now he was rich had fine clothes and many friends who all declared he was a fine fellow and a real gentleman and all this gratified him exceedingly .,joy
"he found the tinder box but no sooner had he struck a few sparks from the flint and steel than the door flew open and the dog with eyes as big as teacups whom he had seen while down in the tree stood before him and said "" what orders master ?",surprise
"hallo "" said the soldier; "" well this is a pleasant tinderbox if it brings me all i wish for .",joy
the dog disappeared instantly and before the soldier could even look round he returned with the princess .,surprise
then the dog ran back with the princess; but in the morning while at breakfast with the king and queen she told them what a singular dream she had had during the night of a dog and a soldier that she had ridden on the dog ' s back and been kissed by the soldier .,surprise
the soldier longed very much to see the princess once more so he sent for the dog again in the night to fetch her and to run with her as fast as ever he could .,sadness
"and here is one and there is another ! "" they all exclaimed; for there were crosses on all the doors in every direction .",surprise
so they felt it would be useless to search any farther .,anger
during the night the dog came again and carried the princess on his back and ran with her to the soldier who loved her very much and wished that he had been a prince so that he might have her for a wife .,joy
therefore in the morning the king and queen found out where their daughter had been and the soldier was taken up and put in prison .,surprise
"oh how dark and disagreeable it was as he sat there and the people said to him "" to morrow you will be hanged .",sadness
the shoemaker ' s boy liked the idea of getting the four shillings so he ran very fast and fetched the tinder box and gave it to the soldier .,joy
"i will not be touched "" said the king .",anger
the princess came out of the copper castle and became queen which was very pleasing to her .,joy
"the first thing in the world they ever heard were the words "" tin soldiers ! "" uttered by a little boy who clapped his hands with delight when the lid of the box in which they lay was taken off .",joy
still i must try and make her acquaintance .,joy
the nut crackers played at leap frog and the pencil jumped about the table .,joy
"tin soldier "" said the goblin "" don ' t wish for what does not belong to you .",anger
"very well; wait till to morrow then "" said the goblin .",anger
"when it was over two boys happened to pass by and one of them said "" look there is a tin soldier .",surprise
so they made a boat out of a newspaper and placed the tin soldier in it and sent him sailing down the gutter while the two boys ran by the side of it and clapped their hands .,joy
it touched the tin soldier so much to see her that he almost wept tin tears but he kept them back .,joy
but the ball which wore a dress of morocco leather and thought as much of herself as any other young lady would not even condescend to reply .,anger
"look at me "" said the top to the ball .",joy
no one could be happier than we should be .,joy
every time i fly up in the air he puts his head out of the nest and says ' will you ? ' and i have said ' yes ' to myself silently and that is as good as being half engaged; but i will promise never to forget you .,joy
"much good that will be to me "" said the top; and they spoke to each other no more .",anger
but the ninth time it rose in the air it remained away and did not return .,surprise
the boy searched everywhere for it but he searched in vain for it could not be found; it was gone .,sadness
"i know very well where she is "" sighed the top; "" she is in the swallow ' s nest and has married the swallow .",sadness
the more the top thought of this the more he longed for the ball .,sadness
"now i am in a nice place "" said he; "" my gilding will soon be washed off here .",joy
oh dear what a set of rabble i have got amongst !,surprise
"thank goodness here comes one of my own class with whom i can talk "" said the ball examining the gilded top .",surprise
"ah "" she exclaimed "" here is a gilt top .",surprise
in this snug retreat sat a duck on her nest watching for her young brood to hatch; she was beginning to get tired of her task for the little ones were a long time coming out of their shells and she seldom had any visitors .,sadness
"how large the world is "" said the young ducks when they found how much more room they now had than while they were inside the egg shell .",joy
"i wonder how long this is to last i am quite tired of it; "" and she seated herself again on the nest .",sadness
"one egg is not hatched yet "" said the duck "" it will not break .",anger
but just look at all the others are they not the prettiest little ducklings you ever saw ?,joy
it was very large and ugly .,surprise
"the duck stared at it and exclaimed "" it is very large and not at all like the others .",surprise
"oh "" said the mother "" that is not a turkey; how well he uses his legs and how upright he holds himself !",surprise
"see children that is the way of the world "" said the mother duck whetting her beak for she would have liked the eel ' s head herself .",sadness
"the ducklings did as they were bid but the other duck stared and said "" look here comes another brood as if there were not enough of us already ! and what a queer looking object one of them is; we don ' t want him here "" and then one flew out and bit him in the neck .",anger
"yes but he is so big and ugly "" said the spiteful duck "" and therefore he must be turned out .",anger
"the others are very pretty children "" said the old duck with the rag on her leg "" all but that one; i wish his mother could improve him a little .",anger
"that is impossible your grace "" replied the mother; "" he is not pretty; but he has a very good disposition and swims as well or even better than the others .",anger
"he is too big "" they all said and the turkey cock who had been born into the world with spurs and fancied himself really an emperor puffed himself out like a vessel in full sail and flew at the duckling and became quite red in the head with passion so that the poor little thing did not know where to go and was quite miserable because he was so ugly and laughed at by the whole farmyard .",sadness
"the poor duckling was driven about by every one; even his brothers and sisters were unkind to him and would say "" ah you ugly creature i wish the cat would get you "" and his mother said she wished he had never been born .",anger
"they are afraid of me because i am ugly "" he said .",sadness
here he remained the whole night feeling very tired and sorrowful .,sadness
"you are exceedingly ugly "" said the wild ducks "" but that will not matter if you do not want to marry one of our family .",surprise
after he had been on the moor two days there came two wild geese or rather goslings for they had not been out of the egg long and were very saucy .,joy
"listen friend "" said one of them to the duckling "" you are so ugly that we like you very well .",joy
"pop pop "" sounded in the air and the two wild geese fell dead among the rushes and the water was tinged with blood .",surprise
"he thrust his nose close to the duckling showing his sharp teeth and then "" splash splash "" he went into the water without touching him "" oh "" sighed the duckling "" how thankful i am for being so ugly; even a dog will not bite me .",joy
she laid good eggs and her mistress loved her as if she had been her own child .,joy
"oh what a prize ! "" she exclaimed "" i hope it is not a drake for then i shall have some duck ' s eggs .",surprise
then you have no right to express an opinion when sensible people are speaking .,anger
so the duckling sat in a corner feeling very low spirited till the sunshine and the fresh air came into the room through the open door and then he began to feel such a great longing for a swim on the water that he could not help telling the hen .,sadness
"what an absurd idea "" said the hen .",anger
you have nothing else to do therefore you have foolish fancies .,anger
"but it is so delightful to swim about on the water "" said the duckling "" and so refreshing to feel it close over your head while you dive down to the bottom .",joy
"delightful indeed ! "" said the hen "" why you must be crazy !",anger
don ' t imagine such nonsense child and thank your good fortune that you have been received here .,anger
but you are a chatterer and your company is not very agreeable .,anger
all this was very sad for the poor little duckling .,sadness
the duckling had never seen any like them before .,surprise
as they mounted higher and higher in the air the ugly little duckling felt quite a strange sensation as he watched them .,surprise
could he ever forget those beautiful happy birds; and when at last they were out of his sight he dived under the water and rose again almost beside himself with excitement .,joy
he became exhausted at last and lay still and helpless frozen fast in the ice .,surprise
the woman screamed and struck at him with the tongs; the children laughed and screamed and tumbled over each other in their efforts to catch him; but luckily he escaped .,anger
the door stood open; the poor creature could just manage to slip out among the bushes and lie down quite exhausted in the newly fallen snow .,sadness
it would be very sad were i to relate all the misery and privations which the poor little duckling endured during the hard winter; but when it had passed he found himself lying one morning in a moor amongst the rushes .,sadness
the duckling remembered the lovely birds and felt more strangely unhappy than ever .,sadness
"i will fly to those royal birds "" he exclaimed "" and they will kill me because i am so ugly and dare to approach them; but it does not matter : better be killed by them than pecked by the ducks beaten by the hens pushed about by the maiden who feeds the poultry or starved with hunger in the winter .",sadness
the moment they espied the stranger they rushed to meet him with outstretched wings .,joy
"kill me "" said the poor bird; and he bent his head down to the surface of the water and awaited death .",sadness
his own image; no longer a dark gray bird ugly and disagreeable to look at but a graceful and beautiful swan .,surprise
he now felt glad at having suffered sorrow and trouble because it enabled him to enjoy so much better all the pleasure and happiness around him; for the great swans swam round the new comer and stroked his neck with their beaks as a welcome .,joy
"see "" cried the youngest "" there is a new one; "" and the rest were delighted and ran to their father and mother dancing and clapping their hands and shouting joyously "" there is another swan come; a new one has arrived .",joy
"then they threw more bread and cake into the water and said "" the new one is the most beautiful of all; he is so young and pretty .",joy
then he felt quite ashamed and hid his head under his wing; for he did not know what to do he was so happy and yet not at all proud .,joy
"then he rustled his feathers curved his slender neck and cried joyfully from the depths of his heart "" i never dreamed of such happiness as this while i was an ugly duckling .",joy
there lived once upon a time a wicked prince whose heart and mind were set upon conquering all the countries of the world and on frightening the people; he devastated their countries with fire and sword and his soldiers trod down the crops in the fields and destroyed the peasants ' huts by fire so that the flames licked the green leaves off the branches and the fruit hung dried up on the singed black trees .,surprise
many a poor mother fled her naked baby in her arms behind the still smoking walls of her cottage; but also there the soldiers followed her and when they found her she served as new nourishment to their diabolical enjoyments; demons could not possibly have done worse things than these soldiers !,surprise
the prince was of opinion that all this was right and that it was only the natural course which things ought to take .,joy
"he erected magnificent palaces churches and halls and all who saw these splendid buildings and great treasures exclaimed admiringly : "" what a mighty prince !",surprise
but they did not know what endless misery he had brought upon other countries nor did they hear the sighs and lamentations which rose up from the debris of the destroyed cities .,sadness
"the prince often looked with delight upon his gold and his magnificent edifices and thought like the crowd : "" what a mighty prince !",joy
no power on earth must equal mine far less exceed it .,joy
the conquered kings were chained up with golden fetters to his chariot when he drove through the streets of his city .,surprise
these kings had to kneel at his and his courtiers ' feet when they sat at table and live on the morsels which they left .,sadness
"at last the prince had his own statue erected on the public places and fixed on the royal palaces; nay he even wished it to be placed in the churches on the altars but in this the priests opposed him saying : "" prince you are mighty indeed but god ' s power is much greater than yours; we dare not obey your orders .",anger
then i will conquer god too .,anger
"i will conquer god ! "" said the prince .",anger
i have sworn it : my will must be done !,anger
they buzzed round the prince and stung his face and hands; angrily he drew his sword and brandished it but he only touched the air and did not hit the gnats .,anger
mad with pain he tore off the coverings and his clothes too flinging them far away and danced about before the eyes of his ferocious soldiers who now mocked at him the mad prince who wished to make war with god and was overcome by a single little gnat .,anger
"i cannot bear "" said he "" to see them going out at the door carrying their little parcels .",anger
"on the contrary they would go nowhere "" replied ginger gloomily .",sadness
"i have tried in vain to get a license upon credit at the post office; "" said pickles .",sadness
and i feel sure that anna maria pockets things,anger
pickles nearly had a fit he barked and he barked and made little rushes .,anger
"bite him pickles ! bite him ! "" spluttered ginger behind a sugar barrel "" he ' s only a german doll !",anger
pickles barked till he was hoarse .,anger
"this is the last straw "" said pickles "" let us close the shop .",anger
"so everybody was pleased when sally henny penny sent out a printed poster to say that she was going to reopen the shop "" henny ' s opening sale !",joy
sally henny penny gets rather flustered when she tries to count out change and she insists on being paid cash; but she is quite harmless .,anger
there is something to please everybody .,joy
now this riddle is as old as the hills; mr . brown paid no attention whatever to nutkin .,anger
he shut his eyes obstinately and went to sleep .,anger
old mr . b !,joy
riddle me ree !,joy
hitty pitty within the wall hitty pitty without the wall; if you touch hitty pitty hitty pitty will bite you !,joy
mr . brown woke up suddenly and carried the mole into his house .,surprise
he shut the door in nutkin ' s face .,anger
the man in the wilderness said to me `how may strawberries grow in the sea ? ',joy
"i answered him as i thought good `as many red herrings as grow in the wood . "" '",joy
old mr . b ! riddle me ree !,joy
flour of england fruit of spain met together in a shower of rain; put in a bag tied round with a string if you ' ll tell me this riddle i ' ll give you a ring !,joy
hum a bum ! buzz ! buzz !,joy
hum a bum buzz !,joy
as i went over tipple tine i met a flock of bonny swine; some yellow nacked some yellow backed !,joy
they were the very bonniest swine that e ' er went over the tipple tine .,joy
old mr . brown turned up his eyes in disgust at the impertinence of nutkin .,anger
but nutkin ran in front laughing and shouting,joy
humpty dumpty lies in the beck with a white counterpane round his neck forty doctors and forty wrights cannot put humpty dumpty to rights !,joy
old mr . b !,joy
old mr . b !,joy
hickamore hackamore on the king ' s kitchen door; all the king ' s horses and all the king ' s men couldn ' t drive hickamore hackamore off the king ' s kitchen door !,joy
nutkin danced up and down like a sunbeam; but still old brown said nothing at all .,joy
authur o ' bower has broken his band he comes roaring up the land !,joy
the king of scots with all his power cannot turn arthur of the bower !,joy
"then all at once there was a flutterment and a scufflement and a loud "" squeak !",surprise
but nutkin was in his waistcoat pocket !,surprise
old brown carried nutkin into his house and held him up by the tail intending to skin him; but nutkin pulled so very hard that his tail broke in two and he dashed up the staircase and escaped out of the attic window .,anger
and to this day if you meet nutkin up a tree and ask him a riddle he will throw sticks at you and stamp his feet and scold and shout,anger
cuck cuck cuck cur r r cuck k !,anger
"i thank you kindly little dog i fare as well as you ! "" [old rhyme]",joy
"come in good time my dear duchess "" said ribby ' s letter "" and we will have something so very nice .",joy
you never tasted anything so good !,joy
"and you shall eat it all ! _i_ will eat muffins my dear duchess ! "" wrote ribby .",joy
oh what a good idea !,joy
why shouldn ' t i rush along and put my pie into ribby ' s oven when ribby isn ' t there ?,joy
ribby went into the shop and bought what she required and came out after a pleasant gossip with cousin tabitha twitchit .,joy
it is a very odd thing that ribby ' s pie was not in the oven when i put mine in !,surprise
and i can ' t find it anywhere; i have looked all over the house .,surprise
i heard ribby coming and i had to run out by the back door !,surprise
"i am glad i used the bottom oven "" said ribby "" the top one would certainly have been very much too hot .",joy
"come in ! and how do you do my dear duchess ? "" cried ribby .",joy
i hope i see you well ?,joy
"quite well i thank you and how do you do my dear ribby ? "" said duchess .",joy
i ' ve brought you some flowers; what a delicious smell of pie !,joy
oh what lovely flowers !,joy
yes it is mouse and bacon !,joy
oh yes please ! my dear ribby; and may i have a lump upon my nose ?,joy
with pleasure my dear duchess .,joy
how good that pie smells !,joy
i do love veal and ham i mean to say mouse and bacon,joy
"a little more bacon my dear duchess ? "" said ribby .",joy
thank you my dear ribby; i was only feeling for the patty pan .,joy
"duchess fumbled with the spoon "" i can ' t find it ! "" she said anxiously .",surprise
"there isn ' t a patty pan "" said ribby looking perplexed .",surprise
"yes indeed my dear ribby; where can it have gone to ? "" said duchess .",surprise
duchess set up a howl .,surprise
i shall die !,anger
i shall die !,anger
i have swallowed a patty pan !,anger
how could i have swallowed it ! such a large thing as a patty pan !,surprise
she sat down again and stared mournfully at the grate .,sadness
duchess started !,surprise
she opened the door of the top oven; out came a rich steamy flavour of veal and ham and there stood a fine brown pie and through a hole in the top of the pie crust there was a glimpse of a little tin patty pan !,surprise
duchess drew a long breath,joy
then i must have been eating mouse !,surprise
no wonder i feel ill .,surprise
"i am feeling very much better "" said duchess waking up with a jump .",joy
i am truly glad to hear it !,joy
ribby and duchess said good bye affectionately and duchess started home .,joy
duchess ran home feeling uncommonly silly !,surprise
when ribby came out for a pailful of water to wash up the tea things she found a pink and white pie dish lying smashed in the middle of the yard .,surprise
"ribby stared with amazement "" did you ever see the like ! so there really was a patty pan ?",surprise
but my patty pans are all in the kitchen cupboard .,surprise
well i never did !,surprise
"they patted it with their little soft paws "" shall we make dear little muffins ? "" said mittens to moppet .",joy
"mr . tabitha came downstairs mewing dreadfully "" come in cousin ribby come in and sit ye down !",sadness
"i ' m in sad trouble cousin ribby "" said tabitha shedding tears .",sadness
i ' ve lost my dear son thomas; i ' m afraid the rats have got him .,sadness
she wiped her eyes with her apron .,sadness
he ' s a bad kitten cousin tabitha; he made a cat ' s cradle of my best bonnet last time i came to tea .,anger
all over the house !,sadness
the rats are too many for me .,sadness
"what a thing it is to have an unruly family ! "" said mrs . tabitha twitchit .",anger
i ' m not afraid of rats; i will help you to find him; and whip him too !,anger
the chimney wants sweeping oh dear me cousin ribby now moppet and mittens are gone !,surprise
they have both got out of the cupboard !,surprise
"yes it is infested with rats "" said tabitha tearfully .",sadness
"the rats get upon my nerves cousin ribby "" said tabitha .",anger
"here ' s one of your kittens at least "" said ribby dragging moppet out of the flour barrel .",surprise
"mother mother "" said moppet "" there ' s been an old woman rat in the kitchen and she ' s stolen some of the dough !",surprise
mother mother there has been an old man rat in the dairy a dreadful ' normous big rat mother; and he ' s stolen a pat of butter and the rolling pin .,surprise
a rolling pin and butter !,surprise
when tom kitten picked himself up and looked about him he found himself in a place that he had never seen before although he had lived all his life in the house .,surprise
"what do you mean by tumbling into my bed all covered with smuts ? "" said the rat chattering his teeth .",anger
anna maria !,anger
"anna maria ! "" squeaked the rat .",anger
all in a minute she rushed upon tom kitten and before he knew what was happening .,surprise
"anna maria "" said the old man rat ( whose name was samuel whiskers ) "" anna maria make me a kitten dumpling roly poly pudding for my dinner .",joy
"no "" said samuel whiskers "" make it properly anna maria with breadcrumbs .",anger
nonsense !,anger
"butter and dough "" replied anna maria .",anger
anna maria said she thought that it was of no consequence; but she wished that tom kitten would hold his head still as it disarranged the pastry .,anger
tom kitten bit and spit and mewed and wriggled; and the rolling pin went roly poly roly; roly poly roly .,anger
his tail is sticking out !,anger
you did not fetch enough dough anna maria .,anger
"i fetched as much as i could carry "" replied anna maria .",anger
"i do not think "" said samuel whiskers pausing to take a look at tom kitten "" i do not think it will be a good pudding .",anger
it smells sooty .,anger
anna maria was about to argue the point when all at once there began to be other sounds up above the rasping noise of a saw and the noise of a little dog scratching and yelping !,surprise
the rats dropped the rolling pin and listened attentively .,surprise
i fear that we shall be obliged to leave this pudding .,sadness
but i am persuaded that the knots would have proved indigestible whatever you may urge to the contrary .,anger
but there was a strong smell of rats; and john joiner spent the rest of the morning sniffing and whining and wagging his tail and going round and round with his head in the hole like a gimlet .,anger
the cat family had quite recovered .,joy
john joiner smelt the pudding; but he regretted that he had not time to stay to dinner because he had just finished making a wheelbarrow for miss potter and she had ordered two hen coops .,sadness
anna maria was still arguing in shrill tones .,anger
as for farmer potatoes he has been driven nearly distracted .,anger
it feels sad .,sadness
he thinks it is a very funny bird !,joy
. . . and it sees the bad rabbit tearing past without any tail or whiskers !,surprise
this is the mouse peeping out behind the cupboard and making fun of miss moppet .,joy
this is miss moppet jumping just too late; she misses the mouse and hits her own head .,surprise
she thinks it is a very hard cupboard !,surprise
and then all of a sudden miss moppet jumps upon the mouse !,surprise
and because the mouse has teased miss moppet miss moppet thinks she will tease the mouse which is not at all nice of miss moppet .,anger
but she forgot about that hole in the duster; and when she untied it there was no mouse !,surprise
he has wriggled out and run away; and he is dancing a jig on top of the cupboard !,joy
"the tailor replied : "" simpkin we shall make our fortune but i am worn to a ravelling .",sadness
but do not lose the last penny of the fourpence simpkin or i am undone and worn to a thread paper for i have no more twist .,sadness
the tailor was very tired and beginning to be ill .,sadness
then the tailor started; for suddenly interrupting him from the dresser at the other side of the kitchen came a number of little noises,surprise
"now what can that be ? "" said the tailor of gloucester jumping up from his chair .",surprise
"this is very peculiar "" said the tailor of gloucester and he lifted up the tea cup which was upside down .",surprise
"this is passing extraordinary ! "" said the tailor of gloucester and turned over another tea cup which was upside down .",surprise
"the tailor sat down close over the fire lamenting : "" one and twenty buttonholes of cherry coloured silk !",sadness
alack i am undone for i have no more twist !,anger
he set down the pipkin of milk upon the dresser and looked suspiciously at the tea cups .,surprise
he wanted his supper of little fat mouse !,surprise
"simpkin "" said the tailor "" where is my twist ?",anger
"but simpkin hid a little parcel privately in the tea pot and spit and growled at the tailor; and if simpkin had been able to talk he would have asked : "" where is my mouse ?",anger
"alack i am undone ! "" said the tailor of gloucester and went sadly to bed .",sadness
"the poor old tailor was very ill with a fever tossing and turning in his four post bed; and still in his dreams he mumbled : "" no more twist ! no more twist !",sadness
the tailor lay ill for three days and nights; and then it was christmas eve and very late at night .,sadness
and still simpkin wanted his mice and mewed as he stood beside the four post bed .,anger
but it was all rather provoking to poor hungry simpkin .,sadness
there was a snippeting of scissors and snappeting of thread; and little mouse voices sang loudly and gaily :,joy
the little mice only laughed and tried another tune,joy
"mew ! scratch ! scratch ! "" scuffled simpkin on the window sill; while the little mice inside sprang to their feet and all began to shout all at once in little twittering voices : "" no more twist !",anger
he found the poor old tailor without fever sleeping peacefully .,joy
then simpkin went on tip toe and took a little parcel of silk out of the tea pot; and looked at it in the moonlight; and he felt quite ashamed of his badness compared with those good little mice !,anger
when the tailor awoke in the morning the first thing which he saw upon the patchwork quilt was a skein of cherry coloured twisted silk and beside his bed stood the repentant simpkin !,surprise
"alack "" said the tailor "" i have my twist; but no more strength nor time than will serve to make me one single buttonhole; for this is christmas day in the morning !",sadness
the mayor of gloucester shall be married by noon and where is his cherry coloured coat ?,sadness
but there was no one there !,surprise
not even one little brown mouse !,surprise
but upon the table oh joy ! the tailor gave a shout there where he had left plain cuttings of silk there lay the most beautiful coat and embroidered satin waistcoat that ever were worn by a mayor of gloucester !,surprise
and from then began the luck of the tailor of gloucester; he grew quite stout and he grew quite rich .,joy
little benjamin did not very much want to see his aunt .,anger
he came round the back of the fir tree and nearly tumbled upon the top of his cousin peter .,surprise
he looked poorly and was dressed in a red cotton pocket handkerchief .,sadness
"peter replied "" the scarecrow in mr . mcgregor ' s garden "" and described how he had been chased about the garden and had dropped his shoes and coat .",sadness
benjamin on the contrary was perfectly at home and ate a lettuce leaf .,joy
he led the way boldly towards the other end of the garden .,joy
the mice sat on their doorsteps cracking cherry stones; they winked at peter rabbit and little benjamin bunny .,joy
the cat was too much surprised to scratch back .,surprise
then he came back to the basket and took out his son benjamin by the ears and whipped him with the little switch .,anger
when mr . mcgregor returned about half an hour later he observed several things which perplexed him .,surprise
also he could not understand how the cat could have managed to shut herself up inside the greenhouse locking the door upon the outside .,surprise
when peter got home his mother forgave him because she was so glad to see that he had found his shoes and coat .,joy
listen to the story of jemima puddle duck who was annoyed because the farmer ' s wife would not let her hatch her own eggs .,anger
"her sister in law mrs . rebeccah puddle duck was perfectly willing to leave the hatching to someone else "" i have not the patience to sit on a nest for twenty eight days; and no more have you jemima .",anger
you would let them go cold; you know you would !,anger
"i wish to hatch my own eggs; i will hatch them all by myself "" quacked jemima puddle duck .",anger
jemima puddle duck became quite desperate .,sadness
she rather fancied a tree stump amongst some tall foxgloves .,joy
but seated upon the stump she was startled to find an elegantly dressed gentleman reading a newspaper .,surprise
"indeed ! "" said the gentleman with sandy whiskers looking curiously at jemima .",joy
jemima complained of the superfluous hen .,anger
indeed !,joy
how interesting !,joy
jemima puddle duck was rather surprised to find such a vast quantity of feathers .,surprise
but it was very comfortable; and she made a nest without any trouble at all .,surprise
he was so polite that he seemed almost sorry to let jemima go home for the night .,sadness
he said he loved eggs and ducklings; he should be proud to see a fine nestful in his woodshed .,joy
the foxy gentleman admired them immensely .,joy
he used to turn them over and count them when jemima was not there .,joy
let us have a dinner party all to ourselves !,joy
jemima was rather in awe of the collie; she told him the whole story .,surprise
the collie listened with his wise head on one side; he grinned when she described the polite gentleman with sandy whiskers .,joy
when jemima alighted he quite jumped .,surprise
be sharp !,anger
she felt surprised and uncomfortable .,surprise
jemima puddle duck was escorted home in tears on account of those eggs .,sadness
one day little lucie came into the farm yard crying oh she did cry so !,sadness
i ' ve lost my pocket handkin !,sadness
three handkins and a pinny !,sadness
have you seen them tabby kitten ?,sadness
sally henny penny have you found three pocket handkins ?,sadness
and a great way up the hillside she thought she saw some white things spread upon the grass .,surprise
the grass was short and green and there were clothes props cut from bracken stems with lines of plaited rushes and a heap of tiny clothes pins but no pocket handkerchiefs !,surprise
her little black nose went sniffle sniffle snuffle and her eyes went twinkle twinkle; and underneath her cap where lucie had yellow curls that little person had prickles !,surprise
"the little person made a bob curtsey "" oh yes if you please ' m; my name is mrs . tiggy winkle; oh yes if you please ' m i ' m an excellent clear starcher !",joy
"it ' s very bad to wash ! "" said mrs . tiggy winkle .",anger
"there ' s one of my pocket handkins ! "" cried lucie "" and there ' s my pinny !",surprise
"oh that is lovely ! "" said lucie .",joy
oh no if you please ' m; that one belongs to old mrs . rabbit; and it did so smell of onions !,anger
i ' ve had to wash it separately i can ' t get out that smell .,anger
"there ' s another one of mine "" said lucie .",surprise
"there ' s my last pocket handkin ! "" said lucie .",surprise
mrs . tiggy winkle ' s hand holding the tea cup was very very brown and very very wrinkly with the soap suds; and all through her gown and her cap there were hairpins sticking wrong end out; so that lucie didn ' t like to sit too near her .,anger
and she gave them their nice clean clothes; and all the little animals and birds were so very much obliged to dear mrs . tiggy winkle .,joy
"lucie scrambled up the stile with the bundle in her hand; and then she turned to say "" good night "" and to thank the washer woman . but what a very odd thing !",surprise
mrs . tiggy winkle had not waited either for thanks or for the washing bill !,surprise
mrs . tiggy winkle was nothing but a hedgehog ! * * * * * *,surprise
"shuh ! shuh ! little dirty feet ! "" said mrs . tittlemouse clattering her dustpan .",anger
your house is on fire mother ladybird !,surprise
fly away home to your children !,surprise
go away you bold bad spider !,anger
