message,reaction
I suppose he is under the ground now; and Ida- alas! alas! it is not ended yet; miserable that I am!,sadness
"Kind Heaven, grant me that I may die.'",sadness
"Her eyes were glazing, and her heart breaking; but so it would have been, even had the sun not shone that morning on Anna Dorothea.",sadness
"All passed away, passed away!",surprise
"""Thank you, old witch,"" said the soldier.",joy
"""Very well; I promise.",joy
"""Ah!"" there sat the dog, with the eyes as large as teacups, staring at him.",surprise
"Good gracious, what a quantity of gold there was! enough to buy all the sugar-sticks of the sweet-stuff women; all the tin soldiers, whips, and rocking-horses in the world, or even the whole town itself There was, indeed, an immense quantity.",surprise
"""That is nothing to you,"" replied the witch; ""you have the money, now give me the tinder-box.""",anger
"""I tell you what,"" said the soldier, ""if you don't tell me what you are going to do with it, I will draw my sword and cut off your head.""",anger
"""No,"" said the witch.",anger
"The soldier immediately cut off her head, and there she lay on the ground.",surprise
"No one but the king himself can pass in or out, for there has been a prophecy that she will marry a common soldier, and the king cannot bear to think of such a marriage.""",sadness
"However, he passed a very pleasant time; went to the theatre, drove in the king's garden, and gave a great deal of money to the poor, which was very good of him; he remembered what it had been in olden times to be without a shilling.",joy
"Now he was rich, had fine clothes, and many friends, who all declared he was a fine fellow and a real gentleman, and all this gratified him exceedingly.",joy
"He found the tinder-box, but no sooner had he struck a few sparks from the flint and steel, than the door flew open and the dog with eyes as big as teacups, whom he had seen while down in the tree, stood before him, and said, ""What orders, master?""",surprise
"""Hallo,"" said the soldier; ""well this is a pleasant tinderbox, if it brings me all I wish for.""",joy
"The dog disappeared instantly, and before the soldier could even look round, he returned with the princess.",surprise
"Then the dog ran back with the princess; but in the morning, while at breakfast with the king and queen, she told them what a singular dream she had had during the night, of a dog and a soldier, that she had ridden on the dog's back, and been kissed by the soldier.",surprise
"The soldier longed very much to see the princess once more, so he sent for the dog again in the night to fetch her, and to run with her as fast as ever he could.",sadness
"""And here is one, and there is another!"" they all exclaimed; for there were crosses on all the doors in every direction.",surprise
So they felt it would be useless to search any farther.,anger
"During the night, the dog came again and carried the princess on his back, and ran with her to the soldier, who loved her very much, and wished that he had been a prince, so that he might have her for a wife.",joy
"Therefore in the morning the king and queen found out where their daughter had been, and the soldier was taken up and put in prison.",surprise
"Oh, how dark and disagreeable it was as he sat there, and the people said to him, ""To-morrow you will be hanged.""",sadness
"The shoemaker's boy liked the idea of getting the four shillings, so he ran very fast and fetched the tinder-box, and gave it to the soldier.",joy
"""I will not be touched,"" said the king.",anger
"The princess came out of the copper castle, and became queen, which was very pleasing to her.",joy
"The first thing in the world they ever heard were the words, ""Tin soldiers!"" uttered by a little boy, who clapped his hands with delight when the lid of the box, in which they lay, was taken off.",joy
"Still I must try and make her acquaintance.""",joy
"The nut-crackers played at leap-frog, and the pencil jumped about the table.",joy
"""Tin soldier,"" said the goblin, ""don't wish for what does not belong to you.",anger
"""Very well; wait till to-morrow, then,"" said the goblin.",anger
"When it was over, two boys happened to pass by, and one of them said, ""Look, there is a tin soldier.",surprise
"So they made a boat out of a newspaper, and placed the tin soldier in it, and sent him sailing down the gutter, while the two boys ran by the side of it, and clapped their hands.",joy
"It touched the tin soldier so much to see her that he almost wept tin tears, but he kept them back.",joy
"But the ball, which wore a dress of morocco leather, and thought as much of herself as any other young lady, would not even condescend to reply.",anger
"""Look at me,"" said the top to the ball.",joy
"No one could be happier than we should be.""",joy
"Every time I fly up in the air, he puts his head out of the nest, and says, 'Will you?' and I have said, 'Yes,' to myself silently, and that is as good as being half engaged; but I will promise never to forget you.""",joy
"""Much good that will be to me,"" said the top; and they spoke to each other no more.",anger
"But the ninth time it rose in the air, it remained away, and did not return.",surprise
"The boy searched everywhere for it, but he searched in vain, for it could not be found; it was gone.",sadness
"""I know very well where she is,"" sighed the top; ""she is in the swallow's nest, and has married the swallow.""",sadness
"The more the top thought of this, the more he longed for the ball.",sadness
"""Now I am in a nice place,"" said he; ""my gilding will soon be washed off here.",joy
"Oh dear, what a set of rabble I have got amongst!""",surprise
"""Thank goodness, here comes one of my own class, with whom I can talk,"" said the ball, examining the gilded top.",surprise
"""Ah,"" she exclaimed, ""here is a gilt top.""",surprise
"In this snug retreat sat a duck on her nest, watching for her young brood to hatch; she was beginning to get tired of her task, for the little ones were a long time coming out of their shells, and she seldom had any visitors.",sadness
"""How large the world is,"" said the young ducks, when they found how much more room they now had than while they were inside the egg-shell.",joy
"I wonder how long this is to last, I am quite tired of it;"" and she seated herself again on the nest.",sadness
"""One egg is not hatched yet,"" said the duck, ""it will not break.",anger
"But just look at all the others, are they not the prettiest little ducklings you ever saw?",joy
It was very large and ugly.,surprise
"The duck stared at it and exclaimed, ""It is very large and not at all like the others.",surprise
"""Oh,"" said the mother, ""that is not a turkey; how well he uses his legs, and how upright he holds himself!",surprise
"""See, children, that is the way of the world,"" said the mother duck, whetting her beak, for she would have liked the eel's head herself.",sadness
"The ducklings did as they were bid, but the other duck stared, and said, ""Look, here comes another brood, as if there were not enough of us already! and what a queer looking object one of them is; we don't want him here,"" and then one flew out and bit him in the neck.",anger
"""Yes, but he is so big and ugly,"" said the spiteful duck ""and therefore he must be turned out.""",anger
"""The others are very pretty children,"" said the old duck, with the rag on her leg, ""all but that one; I wish his mother could improve him a little.""",anger
"""That is impossible, your grace,"" replied the mother; ""he is not pretty; but he has a very good disposition, and swims as well or even better than the others.",anger
"""He is too big,"" they all said, and the turkey cock, who had been born into the world with spurs, and fancied himself really an emperor, puffed himself out like a vessel in full sail, and flew at the duckling, and became quite red in the head with passion, so that the poor little thing did not know where to go, and was quite miserable because he was so ugly and laughed at by the whole farmyard.",sadness
"The poor duckling was driven about by every one; even his brothers and sisters were unkind to him, and would say, ""Ah, you ugly creature, I wish the cat would get you,"" and his mother said she wished he had never been born.",anger
"""They are afraid of me because I am ugly,"" he said.",sadness
"Here he remained the whole night, feeling very tired and sorrowful.",sadness
"""You are exceedingly ugly,"" said the wild ducks, ""but that will not matter if you do not want to marry one of our family.""",surprise
"After he had been on the moor two days, there came two wild geese, or rather goslings, for they had not been out of the egg long, and were very saucy.",joy
"""Listen, friend,"" said one of them to the duckling, ""you are so ugly, that we like you very well.",joy
"""Pop, pop,"" sounded in the air, and the two wild geese fell dead among the rushes, and the water was tinged with blood.",surprise
"He thrust his nose close to the duckling, showing his sharp teeth, and then, ""splash, splash,"" he went into the water without touching him, ""Oh,"" sighed the duckling, ""how thankful I am for being so ugly; even a dog will not bite me.""",joy
"She laid good eggs, and her mistress loved her as if she had been her own child.",joy
"""Oh what a prize!"" she exclaimed, ""I hope it is not a drake, for then I shall have some duck's eggs.",surprise
"""Then you have no right to express an opinion when sensible people are speaking.""",anger
"So the duckling sat in a corner, feeling very low spirited, till the sunshine and the fresh air came into the room through the open door, and then he began to feel such a great longing for a swim on the water, that he could not help telling the hen.",sadness
"""What an absurd idea,"" said the hen.",anger
"""You have nothing else to do, therefore you have foolish fancies.",anger
"""But it is so delightful to swim about on the water,"" said the duckling, ""and so refreshing to feel it close over your head, while you dive down to the bottom.""",joy
"""Delightful, indeed!"" said the hen, ""why you must be crazy!",anger
"Don't imagine such nonsense, child, and thank your good fortune that you have been received here.",anger
"But you are a chatterer, and your company is not very agreeable.",anger
All this was very sad for the poor little duckling.,sadness
The duckling had never seen any like them before.,surprise
"As they mounted higher and higher in the air, the ugly little duckling felt quite a strange sensation as he watched them.",surprise
"Could he ever forget those beautiful, happy birds; and when at last they were out of his sight, he dived under the water, and rose again almost beside himself with excitement.",joy
"He became exhausted at last, and lay still and helpless, frozen fast in the ice.",surprise
"The woman screamed, and struck at him with the tongs; the children laughed and screamed, and tumbled over each other, in their efforts to catch him; but luckily he escaped.",anger
"The door stood open; the poor creature could just manage to slip out among the bushes, and lie down quite exhausted in the newly fallen snow.",sadness
"It would be very sad, were I to relate all the misery and privations which the poor little duckling endured during the hard winter; but when it had passed, he found himself lying one morning in a moor, amongst the rushes.",sadness
"The duckling remembered the lovely birds, and felt more strangely unhappy than ever.",sadness
"""I will fly to those royal birds,"" he exclaimed, ""and they will kill me, because I am so ugly, and dare to approach them; but it does not matter: better be killed by them than pecked by the ducks, beaten by the hens, pushed about by the maiden who feeds the poultry, or starved with hunger in the winter.""",sadness
"The moment they espied the stranger, they rushed to meet him with outstretched wings.",joy
"""Kill me,"" said the poor bird; and he bent his head down to the surface of the water, and awaited death.",sadness
"His own image; no longer a dark, gray bird, ugly and disagreeable to look at, but a graceful and beautiful swan.",surprise
"He now felt glad at having suffered sorrow and trouble, because it enabled him to enjoy so much better all the pleasure and happiness around him; for the great swans swam round the new-comer, and stroked his neck with their beaks, as a welcome.",joy
"""See,"" cried the youngest, ""there is a new one;"" and the rest were delighted, and ran to their father and mother, dancing and clapping their hands, and shouting joyously, ""There is another swan come; a new one has arrived.""",joy
"Then they threw more bread and cake into the water, and said, ""The new one is the most beautiful of all; he is so young and pretty.""",joy
"Then he felt quite ashamed, and hid his head under his wing; for he did not know what to do, he was so happy, and yet not at all proud.",joy
"Then he rustled his feathers, curved his slender neck, and cried joyfully, from the depths of his heart, ""I never dreamed of such happiness as this, while I was an ugly duckling.""",joy
"THERE lived once upon a time a wicked prince whose heart and mind were set upon conquering all the countries of the world, and on frightening the people; he devastated their countries with fire and sword, and his soldiers trod down the crops in the fields and destroyed the peasants' huts by fire, so that the flames licked the green leaves off the branches, and the fruit hung dried up on the singed black trees.",surprise
"Many a poor mother fled, her naked baby in her arms, behind the still smoking walls of her cottage; but also there the soldiers followed her, and when they found her, she served as new nourishment to their diabolical enjoyments; demons could not possibly have done worse things than these soldiers!",surprise
"The prince was of opinion that all this was right, and that it was only the natural course which things ought to take.",joy
"He erected magnificent palaces, churches, and halls, and all who saw these splendid buildings and great treasures exclaimed admiringly: ""What a mighty prince!""",surprise
"But they did not know what endless misery he had brought upon other countries, nor did they hear the sighs and lamentations which rose up from the debris of the destroyed cities.",sadness
"The prince often looked with delight upon his gold and his magnificent edifices, and thought, like the crowd: ""What a mighty prince!",joy
"No power on earth must equal mine, far less exceed it.""",joy
The conquered kings were chained up with golden fetters to his chariot when he drove through the streets of his city.,surprise
"These kings had to kneel at his and his courtiers' feet when they sat at table, and live on the morsels which they left.",sadness
"At last the prince had his own statue erected on the public places and fixed on the royal palaces; nay, he even wished it to be placed in the churches, on the altars, but in this the priests opposed him, saying: ""Prince, you are mighty indeed, but God's power is much greater than yours; we dare not obey your orders.""",anger
"""Then I will conquer God too.""",anger
"""I will conquer God!"" said the prince.",anger
"""I have sworn it: my will must be done!""",anger
"They buzzed round the prince and stung his face and hands; angrily he drew his sword and brandished it, but he only touched the air and did not hit the gnats.",anger
"Mad with pain, he tore off the coverings and his clothes too, flinging them far away, and danced about before the eyes of his ferocious soldiers, who now mocked at him, the mad prince, who wished to make war with God, and was overcome by a single little gnat.",anger
"""I cannot bear,"" said he, ""to see them going out at the door carrying their little parcels.""",anger
"""On the contrary, they would go nowhere,"" replied Ginger gloomily.",sadness
"I have tried in vain to get a license upon credit at the Post Office;"" said Pickles.",sadness
"""And I feel sure that Anna Maria pockets things--",anger
"Pickles nearly had a fit, he barked and he barked and made little rushes.",anger
"""Bite him, Pickles! bite him!"" spluttered Ginger behind a sugar barrel, ""he's only a German doll!""",anger
Pickles barked till he was hoarse.,anger
"""This is the last straw,"" said Pickles, ""let us close the shop.""",anger
"So everybody was pleased when Sally Henny Penny sent out a printed poster to say that she was going to reopen the shop--""Henny's Opening Sale!",joy
"Sally Henny Penny gets rather flustered when she tries to count out change, and she insists on being paid cash; but she is quite harmless.",anger
There is something to please everybody.,joy
Now this riddle is as old as the hills; Mr. Brown paid no attention whatever to Nutkin.,anger
He shut his eyes obstinately and went to sleep.,anger
"""Old Mr. B!",joy
Riddle-me-ree!,joy
"Hitty Pitty within the wall, Hitty Pitty without the wall; If you touch Hitty Pitty, Hitty Pitty will bite you!""",joy
Mr. Brown woke up suddenly and carried the mole into his house.,surprise
He shut the door in Nutkin's face.,anger
"""The man in the wilderness said to me, `How may strawberries grow in the sea?'",joy
"I answered him as I thought good-- `As many red herrings as grow in the wood.""'",joy
"""Old Mr. B! riddle-me-ree!",joy
"Flour of England, fruit of Spain, Met together in a shower of rain; Put in a bag tied round with a string, If you'll tell me this riddle, I'll give you a ring!""",joy
"""Hum-a-bum! buzz! buzz!",joy
Hum-a-bum buzz!,joy
"As I went over Tipple-tine I met a flock of bonny swine; Some yellow-nacked, some yellow backed!",joy
"They were the very bonniest swine That e'er went over the Tipple-tine.""",joy
Old Mr. Brown turned up his eyes in disgust at the impertinence of Nutkin.,anger
"But Nutkin ran in front laughing, and shouting--",joy
"""Humpty Dumpty lies in the beck, With a white counterpane round his neck, Forty doctors and forty wrights, Cannot put Humpty Dumpty to rights!""",joy
"""Old Mr. B!",joy
Old Mr. B!,joy
"Hickamore, Hackamore, on the King's kitchen door; All the King's horses, and all the King's men, Couldn't drive Hickamore, Hackamore, Off the King's kitchen door!""",joy
Nutkin danced up and down like a SUNBEAM; but still Old Brown said nothing at all.,joy
"""Authur O'Bower has broken his band, He comes roaring up the land!",joy
"The King of Scots with all his power, Cannot turn Arthur of the Bower!""",joy
"Then all at once there was a flutterment and a scufflement and a loud ""Squeak!""",surprise
BUT NUTKIN WAS IN HIS WAISTCOAT POCKET!,surprise
"Old Brown carried Nutkin into his house, and held him up by the tail, intending to skin him; but Nutkin pulled so very hard that his tail broke in two, and he dashed up the staircase, and escaped out of the attic window.",anger
"And to this day, if you meet Nutkin up a tree and ask him a riddle, he will throw sticks at you, and stamp his feet and scold, and shout--",anger
"""Cuck-cuck-cuck-cur-r-r-cuck-k!""",anger
"""I thank you kindly, little dog, I fare as well as you!"" [Old Rhyme]",joy
"""Come in good time, my dear Duchess,"" said Ribby's letter, ""and we will have something so very nice.",joy
You never tasted anything so good!,joy
"And YOU shall eat it all! _I_ will eat muffins, my dear Duchess!"" wrote Ribby.",joy
"""Oh what a good idea!",joy
"Why shouldn't I rush along and put my pie into Ribby's oven when Ribby isn't there?""",joy
"Ribby went into the shop and bought what she required, and came out, after a pleasant gossip with Cousin Tabitha Twitchit.",joy
"""It is a very odd thing that Ribby's pie was NOT in the oven when I put mine in!",surprise
And I can't find it anywhere; I have looked all over the house.,surprise
"I heard Ribby coming and I had to run out by the back door!""",surprise
"""I am glad I used the BOTTOM oven,"" said Ribby, ""the top one would certainly have been very much too hot.""",joy
"""Come in! and how do you do, my dear Duchess?"" cried Ribby.",joy
"""I hope I see you well?""",joy
"""Quite well, I thank you, and how do YOU do, my dear Ribby?"" said Duchess.",joy
"""I've brought you some flowers; what a delicious smell of pie!""",joy
"""Oh, what lovely flowers!",joy
"Yes, it is mouse and bacon!""",joy
"""Oh yes, please! my dear Ribby; and may I have a lump upon my nose?""",joy
"""With pleasure, my dear Duchess.""",joy
"""How good that pie smells!",joy
"I do love veal and ham--I mean to say mouse and bacon--""",joy
"""A little more bacon, my dear Duchess?"" said Ribby.",joy
"""Thank you, my dear Ribby; I was only feeling for the patty-pan.""",joy
"Duchess fumbled with the spoon-- ""I can't find it!"" she said anxiously.",surprise
"""There isn't a patty-pan,"" said Ribby, looking perplexed.",surprise
"""Yes, indeed, my dear Ribby; where can it have gone to?"" said Duchess.",surprise
Duchess set up a howl.,surprise
"""I shall die!",anger
I shall die!,anger
I have swallowed a patty-pan!,anger
"""How COULD I have swallowed it! such a large thing as a patty-pan!""",surprise
"She sat down again, and stared mournfully at the grate.",sadness
Duchess started!,surprise
"She opened the door of the TOP oven;--out came a rich steamy flavour of veal and ham, and there stood a fine brown pie,-- and through a hole in the top of the pie-crust there was a glimpse of a little tin patty-pan!",surprise
Duchess drew a long breath--,joy
"""Then I must have been eating MOUSE!",surprise
No wonder I feel ill.,surprise
"""I am feeling very much better,"" said Duchess, waking up with a jump.",joy
"""I am truly glad to hear it!",joy
"Ribby and Duchess said good-bye affectionately, and Duchess started home.",joy
Duchess ran home feeling uncommonly silly!,surprise
"When Ribby came out for a pailful of water to wash up the tea-things, she found a pink and white pie-dish lying smashed in the middle of the yard.",surprise
"Ribby stared with amazement-- ""Did you ever see the like! so there really WAS a patty-pan?",surprise
But MY patty-pans are all in the kitchen cupboard.,surprise
Well I never did!,surprise
"They patted it with their little soft paws--""Shall we make dear little muffins?"" said Mittens to Moppet.",joy
"Mr. Tabitha came downstairs mewing dreadfully--""Come in, Cousin Ribby, come in, and sit ye down!",sadness
"I'm in sad trouble, Cousin Ribby,"" said Tabitha, shedding tears.",sadness
"""I've lost my dear son Thomas; I'm afraid the rats have got him.""",sadness
She wiped her eyes with her apron.,sadness
"""He's a bad kitten, Cousin Tabitha; he made a cat's cradle of my best bonnet last time I came to tea.",anger
"""All over the house!",sadness
The rats are too many for me.,sadness
"What a thing it is to have an unruly family!"" said Mrs. Tabitha Twitchit.",anger
"""I'm not afraid of rats; I will help you to find him; and whip him, too!",anger
"""The chimney wants sweeping-- Oh, dear me, Cousin Ribby--now Moppet and Mittens are gone!",surprise
"""They have both got out of the cupboard!""",surprise
"""Yes, it is infested with rats,"" said Tabitha tearfully.",sadness
"""The rats get upon my nerves, Cousin Ribby,"" said Tabitha.",anger
"""Here's one of your kittens at least,"" said Ribby, dragging Moppet out of the flour barrel.",surprise
"Mother, Mother,"" said Moppet, ""there's been an old woman rat in the kitchen, and she's stolen some of the dough!""",surprise
"Mother, Mother, there has been an old man rat in the dairy--a dreadful 'normous big rat, Mother; and he's stolen a pat of butter and the rolling pin.""",surprise
"""A rolling pin and butter!",surprise
"When Tom Kitten picked himself up and looked about him, he found himself in a place that he had never seen before, although he had lived all his life in the house.",surprise
"""What do you mean by tumbling into my bed all covered with smuts?"" said the rat, chattering his teeth.",anger
"""Anna Maria!",anger
"Anna Maria!"" squeaked the rat.",anger
"All in a minute she rushed upon Tom Kitten, and before he knew what was happening.",surprise
"""Anna Maria,"" said the old man rat (whose name was Samuel Whiskers), ""Anna Maria, make me a kitten dumpling roly-poly pudding for my dinner.""",joy
"""No,"" said Samuel Whiskers, ""make it properly, Anna Maria, with breadcrumbs.""",anger
"""Nonsense!",anger
"Butter and dough,"" replied Anna Maria.",anger
"Anna Maria said she thought that it was of no consequence; but she wished that Tom Kitten would hold his head still, as it disarranged the pastry.",anger
"Tom Kitten bit and spit, and mewed and wriggled; and the rolling pin went roly-poly, roly; roly-poly, roly.",anger
"""His tail is sticking out!",anger
"You did not fetch enough dough, Anna Maria.""",anger
"""I fetched as much as I could carry,"" replied Anna Maria.",anger
"""I do not think""--said Samuel Whiskers, pausing to take a look at Tom Kitten--""I do NOT think it will be a good pudding.",anger
"It smells sooty.""",anger
"Anna Maria was about to argue the point when all at once there began to be other sounds up above--the rasping noise of a saw, and the noise of a little dog, scratching and yelping!",surprise
The rats dropped the rolling pin and listened attentively.,surprise
"""I fear that we shall be obliged to leave this pudding.",sadness
"""But I am persuaded that the knots would have proved indigestible, whatever you may urge to the contrary.""",anger
"But there was a strong smell of rats; and John Joiner spent the rest of the morning sniffing and whining, and wagging his tail, and going round and round with his head in the hole like a gimlet.",anger
The cat family had quite recovered.,joy
"John Joiner smelt the pudding; but he regretted that he had not time to stay to dinner, because he had just finished making a wheelbarrow for Miss Potter, and she had ordered two hen coops.",sadness
Anna Maria was still arguing in shrill tones.,anger
"As for Farmer Potatoes, he has been driven nearly distracted.",anger
It feels sad.,sadness
He thinks it is a very funny bird!,joy
. . . and it sees the bad Rabbit tearing past--without any tail or whiskers!,surprise
This is the Mouse peeping out behind the cupboard and making fun of Miss Moppet.,joy
This is Miss Moppet jumping just too late; she misses the Mouse and hits her own head.,surprise
She thinks it is a very hard cupboard!,surprise
And then all of a sudden--Miss Moppet jumps upon the Mouse!,surprise
"And because the Mouse has teased Miss Moppet--Miss Moppet thinks she will tease the Mouse, which is not at all nice of Miss Moppet.",anger
But she forgot about that hole in the duster; and when she untied it-- there was no Mouse!,surprise
He has wriggled out and run away; and he is dancing a jig on top of the cupboard!,joy
"The tailor replied: ""Simpkin, we shall make our fortune, but I am worn to a ravelling.",sadness
"But do not lose the last penny of the fourpence, Simpkin, or I am undone and worn to a thread-paper, for I have NO MORE TWIST.""",sadness
The tailor was very tired and beginning to be ill.,sadness
"Then the tailor started; for suddenly, interrupting him, from the dresser at the other side of the kitchen came a number of little noises--",surprise
"""Now what can that be?"" said the Tailor of Gloucester, jumping up from his chair.",surprise
"""This is very peculiar,"" said the Tailor of Gloucester, and he lifted up the tea-cup which was upside down.",surprise
"""This is passing extraordinary!"" said the Tailor of Gloucester, and turned over another tea-cup, which was upside down.",surprise
"The tailor sat down, close over the fire, lamenting: ""One-and-twenty buttonholes of cherry-coloured silk!",sadness
"Alack, I am undone, for I have no more twist!""",anger
"He set down the pipkin of milk upon the dresser, and looked suspiciously at the tea-cups.",surprise
He wanted his supper of little fat mouse!,surprise
"""Simpkin,"" said the tailor, ""where is my TWIST?""",anger
"But Simpkin hid a little parcel privately in the tea-pot, and spit and growled at the tailor; and if Simpkin had been able to talk, he would have asked: ""Where is my MOUSE?""",anger
"""Alack, I am undone!"" said the Tailor of Gloucester, and went sadly to bed.",sadness
"The poor old tailor was very ill with a fever, tossing and turning in his four-post bed; and still in his dreams he mumbled: ""No more twist! no more twist!""",sadness
"The tailor lay ill for three days and nights; and then it was Christmas Eve, and very late at night.",sadness
"And still Simpkin wanted his mice, and mewed as he stood beside the four-post bed.",anger
But it was all rather provoking to poor hungry Simpkin.,sadness
"There was a snippeting of scissors, and snappeting of thread; and little mouse voices sang loudly and gaily:",joy
"The little mice only laughed, and tried another tune--",joy
"""Mew! scratch! scratch!"" scuffled Simpkin on the window-sill; while the little mice inside sprang to their feet, and all began to shout all at once in little twittering voices: ""No more twist!",anger
"He found the poor old tailor without fever, sleeping peacefully.",joy
Then Simpkin went on tip-toe and took a little parcel of silk out of the tea-pot; and looked at it in the moonlight; and he felt quite ashamed of his badness compared with those good little mice!,anger
"When the tailor awoke in the morning, the first thing which he saw, upon the patchwork quilt, was a skein of cherry-coloured twisted silk, and beside his bed stood the repentant Simpkin!",surprise
"""Alack,"" said the tailor, ""I have my twist; but no more strength--nor time--than will serve to make me one single buttonhole; for this is Christmas Day in the Morning!",sadness
"The Mayor of Gloucester shall be married by noon--and where is his cherry- coloured coat?""",sadness
But there was no one there!,surprise
Not even one little brown mouse!,surprise
"But upon the table--oh joy! the tailor gave a shout--there, where he had left plain cuttings of silk--there lay the most beautiful coat and embroidered satin waistcoat that ever were worn by a Mayor of Gloucester!",surprise
"And from then began the luck of the Tailor of Gloucester; he grew quite stout, and he grew quite rich.",joy
Little Benjamin did not very much want to see his Aunt.,anger
"He came round the back of the fir- tree, and nearly tumbled upon the top of his Cousin Peter.",surprise
"He looked poorly, and was dressed in a red cotton pocket-handkerchief.",sadness
"Peter replied, ""The scarecrow in Mr. McGregor's garden,"" and described how he had been chased about the garden, and had dropped his shoes and coat.",sadness
"Benjamin, on the contrary, was perfectly at home, and ate a lettuce leaf.",joy
He led the way boldly towards the other end of the garden.,joy
The mice sat on their doorsteps cracking cherry-stones; they winked at Peter Rabbit and little Benjamin Bunny.,joy
The cat was too much surprised to scratch back.,surprise
"Then he came back to the basket and took out his son Benjamin by the ears, and whipped him with the little switch.",anger
When Mr. McGregor returned about half an hour later he observed several things which perplexed him.,surprise
"Also he could not understand how the cat could have managed to shut herself up INSIDE the greenhouse, locking the door upon the OUTSIDE.",surprise
"When Peter got home his mother forgave him, because she was so glad to see that he had found his shoes and coat.",joy
"Listen to the story of Jemima Puddle-duck, who was annoyed because the farmer's wife would not let her hatch her own eggs.",anger
"Her sister-in-law, Mrs. Rebeccah Puddle-duck, was perfectly willing to leave the hatching to someone else-- ""I have not the patience to sit on a nest for twenty-eight days; and no more have you, Jemima.",anger
"You would let them go cold; you know you would!""",anger
"""I wish to hatch my own eggs; I will hatch them all by myself,"" quacked Jemima Puddle-duck.",anger
Jemima Puddle-duck became quite desperate.,sadness
She rather fancied a tree stump amongst some tall foxgloves.,joy
"But--seated upon the stump, she was startled to find an elegantly dressed gentleman reading a newspaper.",surprise
"Indeed!"" said the gentleman with sandy whiskers, looking curiously at Jemima.",joy
Jemima complained of the superfluous hen.,anger
"""Indeed!",joy
How interesting!,joy
Jemima Puddle-duck was rather surprised to find such a vast quantity of feathers.,surprise
But it was very comfortable; and she made a nest without any trouble at all.,surprise
He was so polite that he seemed almost sorry to let Jemima go home for the night.,sadness
He said he loved eggs and ducklings; he should be proud to see a fine nestful in his woodshed.,joy
The foxy gentleman admired them immensely.,joy
He used to turn them over and count them when Jemima was not there.,joy
Let us have a dinner party all to ourselves!,joy
Jemima was rather in awe of the collie; she told him the whole story.,surprise
"The collie listened, with his wise head on one side; he grinned when she described the polite gentleman with sandy whiskers.",joy
When Jemima alighted he quite jumped.,surprise
"Be sharp!""",anger
She felt surprised and uncomfortable.,surprise
Jemima Puddle-duck was escorted home in tears on account of those eggs.,sadness
"One day little Lucie came into the farm-yard crying--oh, she did cry so!",sadness
"""I've lost my pocket-handkin!",sadness
Three handkins and a pinny!,sadness
"Have YOU seen them, Tabby Kitten?""",sadness
"""Sally Henny-penny, have YOU found three pocket-handkins?""",sadness
And a great way up the hillside she thought she saw some white things spread upon the grass.,surprise
"The grass was short and green, and there were clothes-props cut from bracken stems, with lines of plaited rushes, and a heap of tiny clothes pins--but no pocket-handkerchiefs!",surprise
"Her little black nose went sniffle, sniffle, snuffle, and her eyes went twinkle, twinkle; and underneath her cap-where Lucie had yellow curls-that little person had PRICKLES!",surprise
"The little person made a bob- curtsey--""Oh yes, if you please'm; my name is Mrs. Tiggy-winkle; oh yes if you please'm, I'm an excellent clear- starcher!""",joy
"It's very bad to wash!"" said Mrs. Tiggy-winkle.",anger
"""There's one of my pocket- handkins!"" cried Lucie--""and there's my pinny!""",surprise
"""Oh that IS lovely!"" said Lucie.",joy
"""Oh no, if you please'm; that one belongs to old Mrs. Rabbit; and it DID so smell of onions!",anger
"I've had to wash it separately, I can't get out that smell.""",anger
"""There's another one of mine,"" said Lucie.",surprise
"""There's my last pocket-handkin!"" said Lucie.",surprise
"Mrs. Tiggy-winkle's hand, holding the tea-cup, was very very brown, and very very wrinkly with the soap-suds; and all through her gown and her cap, there were HAIRPINS sticking wrong end out; so that Lucie didn't like to sit too near her.",anger
And she gave them their nice clean clothes; and all the little animals and birds were so very much obliged to dear Mrs. Tiggy-winkle.,joy
"Lucie scrambled up the stile with the bundle in her hand; and then she turned to say ""Good-night,"" and to thank the washer-woman.--But what a VERY odd thing!",surprise
Mrs. Tiggy-winkle had not waited either for thanks or for the washing bill!,surprise
Mrs. Tiggy-winkle was nothing but a HEDGEHOG! * * * * * *,surprise
"""Shuh! shuh! little dirty feet!"" said Mrs. Tittlemouse, clattering her dustpan.",anger
"""Your house is on fire, Mother Ladybird!",surprise
"Fly away home to your children!""",surprise
"""Go away, you bold bad spider!",anger
"Leaving ends of cobweb all over my nice clean house!""",anger
"I am sure I can see the marks of little dirty feet.""",anger
"Suddenly round a corner, she met Babbitty Bumble--""Zizz, Bizz, Bizzz!"" said the bumble bee.",joy
Mrs. Tittlemouse looked at her severely.,anger
She wished that she had a broom.,sadness
"Why do you always come in at a window, and say, Zizz, Bizz, Bizzz?""",anger
Mrs. Tittle- mouse began to get cross.,anger
"""Zizz, Wizz, Wizzz!"" replied Babbitty Bumble in a peevish squeak.",anger
"""I am not in the habit of letting lodgings; this is an intrusion!"" said Mrs. Tittlemouse.",anger
"""I will have them turned out --"" ""Buzz!",anger
"He was sitting all over a small rocking chair, twiddling his thumbs and smiling, with his feet on the fender.",joy
"Deary me, you have got very wet!""",surprise
"""Thank you, thank you, thank you, Mrs. Tittlemouse!",joy
"He sat and smiled, and the water dripped off his coat tails.",joy
"""Thank you, thank you, Mrs. Tittlemouse!",joy
